routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,445
_wait_for_messages,0.0,0.0,0.0,445
_preplan,0.128,0.096,0.124,4
_get_next_actions,0.0,0.0,0.0,445
preplanner/__get_new_requests,0.0,0.002,0.0,445
preplanner/__update_performed_requests,0.0,0.0,0.0,445
preplanner/_calc_arrival_times,0.154,0.046,0.153,1219
preplanner/__update_access_times,0.424,4.378,0.0,445
preplanner/needs_initialized_plan,0.424,4.378,0.0,445
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.056,0.042,0.054,4
preplanner/initialize_plan,0.113,0.089,0.104,4
