routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,259
_wait_for_messages,0.0,0.0,0.0,259
_preplan,0.015,0.015,0.01,24
_replan,0.984,1.602,0.271,6
_get_next_actions,0.0,0.0,0.0,259
preplanner/__get_new_requests,0.0,0.0,0.0,259
preplanner/__update_performed_requests,0.0,0.0,0.0,259
preplanner/_calc_arrival_times,0.018,0.003,0.018,1420
preplanner/__update_access_times,0.102,0.338,0.0,259
preplanner/needs_initialized_plan,0.103,0.338,0.0,259
preplanner/_get_available_requests,0.0,0.0,0.0,24
preplanner/_plan_from_path,0.005,0.006,0.004,24
preplanner/initialize_plan,0.015,0.015,0.009,24
replanner/_update_known_requests,0.004,0.004,0.003,259
replanner/__calc_arrival_times,0.018,0.002,0.018,2594
replanner/_update_access_times,0.184,0.56,0.0,259
replanner/compare_results,0.001,0.016,0.0,259
replanner/check_request_end_time,0.0,0.0,0.0,259
replanner/check_request_completion,0.0,0.0,0.0,259
replanner/needs_replanning,0.196,0.597,0.004,259
replanner/planning_phase,0.273,0.021,0.267,6
replanner/_plan_from_path,0.008,0.013,0.002,6
replanner/calc_imaging_time,0.0,0.0,0.0,21
replanner/calc_path_bid,0.004,0.001,0.004,5
