gp_index,lat [deg],lon [deg],start time [s],duration [s],severity,measurements
5487,16.0,125.896,67163.61392932873,3600.0,76.03711791272431,"[visual,sar]"
4380,4.0,27.151,40427.22898663274,3600.0,97.87605626755138,"[sar,thermal]"
2983,-12.0,96.136,57995.435655095,3600.0,67.92237199011124,"[thermal,visual]"
3752,-2.0,-150.0,19670.08589627893,3600.0,18.305109471620906,"[sar,visual]"
5818,20.0,105.444,85597.19234185155,3600.0,41.57281494999725,"[sar,visual]"
6315,26.0,111.111,61917.177937268134,3600.0,94.55914886158723,"[thermal,sar]"
2342,-18.0,-152.632,21787.655170610447,3600.0,9.286027402458918,"[sar,visual]"
6390,28.0,-80.377,25143.785738988205,3600.0,76.97719525404014,"[sar,visual]"
5395,16.0,-65.549,32928.44859660207,3600.0,22.80940952265339,"[thermal,visual]"
7122,38.0,-147.042,77357.25588691098,3600.0,11.97010077074686,"[visual,thermal]"
2296,-20.0,109.704,41902.25453606469,3600.0,47.11797559928665,"[sar,thermal]"
5835,20.0,141.657,38860.92180260145,3600.0,7.499317994693245,"[sar,visual]"
7209,38.0,73.521,10919.692743840678,3600.0,13.626503670637636,"[visual,thermal]"
6270,26.0,11.111,25264.36105912352,3600.0,69.48564982298262,"[visual,sar]"
7637,44.0,138.14,74957.05018237414,3600.0,82.49264899023865,"[visual,thermal]"
51,-50.0,-21.724,69222.4006829126,3600.0,56.130523890196926,"[sar,visual]"
5055,12.0,-47.045,35249.60607584919,3600.0,46.819109749463486,"[thermal,sar]"
7693,46.0,-61.92,85166.8668282541,3600.0,89.58771232339377,"[sar,thermal]"
1638,-28.0,114.34,8934.202415405378,3600.0,88.2532701944944,"[sar,thermal]"
1714,-26.0,-75.556,47422.086625757656,3600.0,55.71148495425724,"[thermal,sar]"
1300,-32.0,57.647,54586.35002147744,3600.0,15.502869908670746,"[thermal,sar]"
2289,-20.0,94.793,7376.993493903799,3600.0,71.83344306409592,"[visual,sar]"
1945,-24.0,74.634,53597.42018070289,3600.0,75.16230504511866,"[sar,visual]"
2165,-20.0,-169.349,14492.311195632064,3600.0,83.68633875135679,"[thermal,sar]"
6952,34.0,153.423,56439.063898727916,3600.0,3.1679376905519807,"[thermal,sar]"
5540,18.0,-123.158,76830.60924815385,3600.0,38.83288507807695,"[visual,sar]"
863,-38.0,76.056,2078.854737205332,3600.0,86.62113315051484,"[sar,visual]"
2773,-14.0,25.714,70904.53320069218,3600.0,22.26571515859369,"[thermal,sar]"
4095,0.0,176.0,3300.0508479801956,3600.0,92.3574823688196,"[thermal,sar]"
5665,18.0,140.0,62653.83627707374,3600.0,37.83889097274001,"[sar,thermal]"
2085,-22.0,18.323,29638.306901930388,3600.0,31.285007597629345,"[visual,thermal]"
1484,-30.0,124.615,53265.40231214216,3600.0,14.162652410753529,"[visual,sar]"
6755,32.0,41.176,66098.37043435666,3600.0,12.931691445432136,"[sar,visual]"
6765,32.0,64.706,19535.52470490841,3600.0,85.85821931083585,"[visual,sar]"
1189,-34.0,155.839,65238.45695711619,3600.0,74.43652039670768,"[thermal,sar]"
7737,46.0,64.8,60981.50971936708,3600.0,19.40337479399268,"[visual,thermal]"
2558,-16.0,-59.306,866.2250877046521,3600.0,96.63697906197474,"[sar,visual]"
4226,2.0,78.0,57259.38400258613,3600.0,53.991773884061445,"[visual,thermal]"
5456,16.0,61.387,67322.99129661474,3600.0,52.016806908253635,"[thermal,sar]"
3663,-4.0,31.173,64036.298249400614,3600.0,82.20399089186068,"[visual,thermal]"
7088,36.0,128.219,16334.359517803603,3600.0,86.55496668131248,"[thermal,sar]"
2166,-20.0,-167.219,5154.628640192973,3600.0,87.67443132429963,"[sar,thermal]"
1916,-24.0,10.976,64984.69132774848,3600.0,45.97059412072465,"[visual,thermal]"
5884,22.0,-113.174,80771.53306191227,3600.0,31.213415594077897,"[thermal,visual]"
5120,12.0,85.909,54941.825789936665,3600.0,35.96618864585458,"[thermal,sar]"
3482,-6.0,27.151,17941.37262008612,3600.0,45.51430450054043,"[visual,thermal]"
2863,-12.0,-149.318,19099.071099906552,3600.0,12.25624273824888,"[visual,sar]"
4022,0.0,30.0,85705.3449117209,3600.0,90.75407159053154,"[visual,sar]"
1595,-28.0,16.981,34999.25716872633,3600.0,65.7392726639201,"[sar,thermal]"
3995,0.0,-24.0,38465.71376377414,3600.0,73.86182250824996,"[visual,sar]"
1306,-32.0,71.765,78781.99286107969,3600.0,66.7539919787806,"[sar,thermal]"
5860,22.0,-164.91,44595.26680841392,3600.0,89.17272513304128,"[sar,visual]"
5235,14.0,-37.241,81432.58111354215,3600.0,76.42024911570843,"[visual,sar]"
6355,28.0,-159.623,3711.824573215252,3600.0,96.53853368254534,"[thermal,visual]"
4119,2.0,-136.0,39917.3075427098,3600.0,98.56416031560666,"[thermal,sar]"
7422,42.0,-91.343,32524.756923699708,3600.0,4.9625855866942015,"[visual,sar]"
4706,8.0,-36.404,75958.34851041861,3600.0,35.4116904600199,"[sar,thermal]"
5182,14.0,-146.897,55694.954331359855,3600.0,97.96374859468709,"[sar,visual]"
2771,-14.0,21.6,44782.564939020456,3600.0,18.207333361573852,"[visual,sar]"
5923,22.0,-29.102,24227.988381214163,3600.0,76.63850395747335,"[visual,sar]"
4988,10.0,175.932,48352.0906444481,3600.0,28.07783175771934,"[visual,sar]"
645,-40.0,-125.217,53454.51102639309,3600.0,70.89462754242119,"[sar,visual]"
4248,2.0,122.0,31788.840391171423,3600.0,79.48582691198588,"[thermal,visual]"
6751,32.0,31.765,50902.969234615484,3600.0,89.38048002939617,"[visual,thermal]"
4207,2.0,40.0,72612.98436409078,3600.0,10.756960502418512,"[thermal,visual]"
4694,8.0,-60.674,71908.30999066631,3600.0,34.27279426743609,"[visual,sar]"
4726,8.0,4.045,41812.77792101109,3600.0,33.27755867899875,"[thermal,sar]"
7505,42.0,131.642,53905.70588713036,3600.0,85.55889375373962,"[sar,visual]"
6483,28.0,130.189,9868.289314711732,3600.0,71.97334305832153,"[sar,thermal]"
5117,12.0,79.773,60014.75870194276,3600.0,29.946678892961597,"[visual,thermal]"
729,-40.0,93.913,46248.32411997418,3600.0,12.814070273165202,"[sar,visual]"
3302,-8.0,24.27,14276.705563409247,3600.0,73.20619820651704,"[visual,sar]"
4116,2.0,-142.0,36738.905924860715,3600.0,34.720466658205375,"[visual,thermal]"
3799,-2.0,-56.0,3532.165449141538,3600.0,51.20786875829009,"[visual,thermal]"
5991,22.0,117.485,25471.549291905627,3600.0,16.188536920852357,"[thermal,sar]"
4389,4.0,45.251,4369.90308470767,3600.0,63.53134975733518,"[thermal,visual]"
487,-44.0,171.628,84167.55548817241,3600.0,69.6788994610692,"[visual,sar]"
5980,22.0,93.772,71129.85075949972,3600.0,40.16018337943807,"[visual,sar]"
4667,8.0,-115.281,80569.02662669975,3600.0,20.751675753657683,"[sar,thermal]"
2322,-20.0,165.089,35010.53728212618,3600.0,68.25216548141421,"[sar,thermal]"
5905,22.0,-67.904,48772.2662271216,3600.0,7.017767184849843,"[sar,visual]"
2668,-16.0,169.595,54464.57216521313,3600.0,75.60516479723822,"[thermal,visual]"
911,-36.0,-162.74,37723.28375543317,3600.0,75.75362545589391,"[sar,thermal]"
6263,26.0,-4.444,3347.7882123607264,3600.0,94.6341239271331,"[sar,thermal]"
1682,-26.0,-146.667,26821.60780022252,3600.0,8.244199649092298,"[sar,visual]"
1488,-30.0,133.846,54107.42840283294,3600.0,85.9092038029299,"[visual,sar]"
662,-40.0,-80.87,74751.46373875655,3600.0,27.248644839517855,"[thermal,visual]"
61,-50.0,9.31,38630.50676067955,3600.0,57.60202503256261,"[thermal,sar]"
2156,-22.0,171.377,36691.86496607143,3600.0,28.85228674883341,"[visual,sar]"
6556,30.0,-62.308,45577.41387955991,3600.0,10.538839721442317,"[visual,thermal]"
7732,46.0,50.4,25537.466973141476,3600.0,91.7130268089695,"[thermal,visual]"
7219,38.0,98.873,10333.23473423246,3600.0,88.02010233318916,"[sar,thermal]"
6431,28.0,12.453,78580.71554222067,3600.0,48.75242760938162,"[visual,thermal]"
2608,-16.0,44.74,17213.77637160746,3600.0,11.80725819663272,"[sar,thermal]"
5115,12.0,75.682,56712.84463939387,3600.0,51.54865798674334,"[visual,sar]"
2724,-14.0,-75.086,1919.394204849831,3600.0,5.919511787090559,"[thermal,visual]"
5093,12.0,30.682,76517.36069337968,3600.0,82.86713030851543,"[sar,thermal]"
2103,-22.0,57.126,49320.64751568369,3600.0,9.2363405587922,"[sar,visual]"
3865,-2.0,76.0,43063.68952030456,3600.0,26.093414288832072,"[thermal,sar]"
1449,-30.0,43.846,76266.19721560858,3600.0,21.970886794475675,"[visual,thermal]"
2243,-20.0,-3.195,28409.5537935808,3600.0,57.932500970716674,"[sar,thermal]"
6924,34.0,85.772,54076.35370349385,3600.0,92.71535714032662,"[visual,thermal]"
5840,20.0,152.308,26717.416090829312,3600.0,48.96045582699763,"[sar,visual]"
3860,-2.0,66.0,37197.38410826237,3600.0,3.794206249247023,"[thermal,sar]"
2494,-18.0,167.368,15904.957879665133,3600.0,22.689408604734407,"[thermal,visual]"
337,-46.0,110.88,24537.569600778417,3600.0,36.31573592789022,"[visual,sar]"
7732,46.0,50.4,72004.1896928648,3600.0,12.24263848644227,"[sar,visual]"
4292,4.0,-149.832,65452.481186220946,3600.0,72.61012203884843,"[visual,thermal]"
2518,-16.0,-142.543,36483.848335493545,3600.0,1.6668902922890139,"[visual,thermal]"
1914,-24.0,6.585,25010.486439559172,3600.0,42.79901682644693,"[thermal,visual]"
2451,-18.0,76.842,32253.652929657615,3600.0,3.300318035832017,"[visual,sar]"
5898,22.0,-82.994,75260.1538072102,3600.0,83.01209766567112,"[thermal,sar]"
6294,26.0,64.444,57783.56960485121,3600.0,52.85241364301516,"[sar,visual]"
5787,20.0,39.408,8131.935481024195,3600.0,17.57635610251198,"[visual,thermal]"
3371,-8.0,163.82,78482.90360934415,3600.0,61.85540242953661,"[thermal,sar]"
6671,32.0,-156.471,85306.2598952188,3600.0,60.94191228928726,"[sar,thermal]"
7320,40.0,0.0,80018.05776086355,3600.0,51.12192147774262,"[sar,visual]"
3607,-4.0,-81.453,34531.1585734781,3600.0,76.34258304876754,"[visual,thermal]"
2035,-22.0,-89.461,79736.95184870731,3600.0,79.62732845165161,"[visual,sar]"
2967,-12.0,63.409,67211.44666347757,3600.0,29.459560748667315,"[visual,sar]"
1690,-26.0,-128.889,52541.20698332314,3600.0,64.70583526432505,"[sar,thermal]"
4344,4.0,-45.251,77092.64662298399,3600.0,72.3877631584179,"[sar,visual]"
1312,-32.0,85.882,51434.139515686955,3600.0,97.12215929966129,"[thermal,sar]"
7504,42.0,128.955,49165.842042097065,3600.0,22.602262919345183,"[visual,thermal]"
