gp_index,lat [deg],lon [deg],start time [s],duration [s],severity,measurements
1624,-62.11267605633802,-22.81690140845069,67163.61392932873,900.0,39.36088260484525,"[visual,sar]"
7167,36.760563380281695,-10.140845070422529,46196.67526308382,900.0,13.031535015865902,"[visual,thermal]"
6004,16.478873239436624,-78.59154929577464,84719.95710089992,900.0,22.76630312069321,"[sar,thermal]"
7986,51.97183098591552,-93.80281690140843,58625.783140798194,900.0,14.273190842281169,"[thermal,sar]"
8778,64.64788732394368,114.08450704225356,2012.5539697338752,900.0,46.84947409975081,"[thermal,sar]"
1783,-59.57746478873239,20.28169014084509,77628.2113758017,900.0,25.217193484502832,"[sar,thermal]"
270,-87.46478873239437,144.50704225352115,27134.96370274141,900.0,63.604510466791034,"[visual,sar]"
4784,-6.3380281690140805,68.45070422535213,16790.17046685937,900.0,38.11163032014129,"[sar,visual]"
1961,-57.04225352112676,111.54929577464792,53518.78111639855,900.0,29.380693566845228,"[visual,thermal]"
7719,46.901408450704224,-50.70422535211267,51508.2970993634,900.0,32.895694635060025,"[sar,thermal]"
1228,-69.71830985915493,53.23943661971833,38860.92180260145,900.0,22.79724351471565,"[visual,sar]"
2232,-51.97183098591549,78.59154929577466,17736.383046527724,900.0,63.25664501560831,"[visual,thermal]"
7838,49.436619718309856,-109.01408450704224,25264.36105912352,900.0,68.62917930002311,"[sar,thermal]"
3960,-21.549295774647888,139.43661971830988,80552.76706869638,900.0,30.148146221377313,"[visual,thermal]"
9680,82.3943661971831,-119.15492957746478,544.9784554300563,900.0,70.6364148598781,"[visual,thermal]"
7670,46.901408450704224,-174.92957746478874,81995.47437820536,900.0,37.5556389962358,"[visual,sar]"
3304,-31.690140845070417,-83.6619718309859,3786.738091233959,900.0,20.10458491996312,"[sar,thermal]"
2183,-51.97183098591549,-45.63380281690141,8503.03692839614,900.0,54.88667433536766,"[thermal,visual]"
3446,-29.154929577464785,-83.6619718309859,8840.446582270863,900.0,63.17864585819149,"[sar,visual]"
2761,-41.83098591549295,-20.281690140845058,51069.176296170874,900.0,8.538186914240509,"[thermal,sar]"
10029,87.46478873239437,45.63380281690144,18678.622015169225,900.0,1.6132716986093754,"[sar,thermal]"
10008,87.46478873239437,-7.605633802816897,65936.14046215474,900.0,53.057454170392816,"[sar,visual]"
4331,-13.943661971830975,0.0,14492.311195632064,900.0,83.68633875135679,"[thermal,sar]"
519,-82.3943661971831,55.774647887323965,56439.063898727916,900.0,99.271454648486,"[thermal,sar]"
6362,21.549295774647906,109.0140845070423,76830.60924815385,900.0,6.864591686449028,"[visual,sar]"
1726,-59.57746478873239,-124.22535211267603,2078.854737205332,900.0,86.62113315051484,"[sar,visual]"
5546,8.873239436619727,-159.71830985915494,70904.53320069218,900.0,22.26571515859369,"[thermal,sar]"
8190,54.50704225352115,63.38028169014086,3300.0508479801956,900.0,92.3574823688196,"[thermal,sar]"
6199,19.014084507042256,55.774647887323965,62653.83627707374,900.0,76.40087487149704,"[thermal,sar]"
