gp_index,lat [deg],lon [deg],start time [s],duration [s],severity,measurements
1519,52.76221300000003,-8.477213999999947,57128.22980078768,3600.0,83.76579783326672,"[sar,thermal]"
3414,56.11952500000007,-100.09867199999997,17365.393811424656,3600.0,47.91984289044219,"[sar,visual]"
792,66.07335300000005,17.856397000000072,70121.47904002659,3600.0,57.67300543272344,"[thermal,visual]"
4307,70.58136600000006,-109.55270399999996,7569.290878667322,3600.0,66.01925840488181,"[thermal,sar]"
159,45.86044500000003,-61.09369899999996,36079.427377245265,3600.0,2.521430710283845,"[sar,visual]"
33,37.70625000000007,45.37291700000003,28957.707978768827,3600.0,72.67457830250802,"[visual,thermal]"
4414,54.99567700000006,-95.64130199999994,5463.901578594683,3600.0,84.676295472999,"[sar,visual]"
1719,54.03541700000005,71.32708300000007,18655.009221324923,3600.0,17.909440912485575,"[thermal,visual]"
4111,66.86114900000007,-115.22703699999994,72441.17013829421,3600.0,68.82392457747872,"[thermal,sar]"
2228,-13.868134999999938,-40.23672399999998,37755.864641224165,3600.0,88.91367505345957,"[thermal,visual]"
