GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.1
time index,GP index,lat [deg],lon [deg]
59,31,34.985,-89.599
60,31,34.985,-89.599
61,31,34.985,-89.599
76,27,44.174,-83.679
77,27,44.174,-83.679
78,27,44.174,-83.679
126,7,61.103,-40.002
127,7,61.103,-40.002
128,7,61.103,-40.002
203,66,47.526,38.816
204,66,47.526,38.816
205,66,47.526,38.816
357,4,-33.939,79.951
358,4,-33.939,79.951
359,4,-33.939,79.951
385,51,-45.817,94.775
386,51,-45.817,94.775
387,51,-45.817,94.775
388,91,-49.724,92.298
389,91,-49.724,92.298
390,91,-49.724,92.298
391,91,-49.724,92.298
495,93,-54.698,-151.132
496,93,-54.698,-151.132
497,93,-54.698,-151.132
538,41,-31.205,-135.089
538,92,-30.013,-138.543
539,41,-31.205,-135.089
539,92,-30.013,-138.543
540,41,-31.205,-135.089
540,92,-30.013,-138.543
540,97,-28.547,-138.575
541,97,-28.547,-138.575
542,97,-28.547,-138.575
567,96,-14.154,-131.096
568,96,-14.154,-131.096
