gp_index,lat [deg],lon [deg],start time [s],duration [s],severity,measurements
4549,-34.076258999999936,19.28844000000004,83848.54136180051,900.0,62.95528115547445,"[sar,thermal]"
2526,63.231250000000045,-95.51041699999996,77437.04960046902,900.0,50.66949175540641,"[sar,thermal]"
142,47.95603200000005,-95.27221399999996,72382.00478260305,900.0,69.52861716028629,"[visual,sar]"
3632,-24.10048299999994,113.59228200000008,30915.20972134675,900.0,46.733037160822064,"[sar,visual]"
1169,63.21985300000006,-106.086458,23352.351237823063,900.0,64.74157665760812,"[thermal,visual]"
2462,26.44362600000005,114.79801600000008,27825.29885970335,900.0,66.6699392178337,"[sar,visual]"
533,22.49512200000004,92.22812500000003,64143.40082373563,900.0,57.63497703510963,"[thermal,visual]"
4419,71.35757900000004,-109.99479199999996,73303.35263288772,900.0,42.40794155947234,"[sar,visual]"
1218,37.13125000000008,96.92291700000004,46845.452060993695,900.0,16.27760293369086,"[thermal,sar]"
1767,61.89213000000007,-106.31770799999998,5808.281816112743,900.0,61.49740247684,"[thermal,visual]"
4456,-26.91961199999997,29.295137000000068,7726.842382204822,900.0,36.42391356941415,"[sar,thermal]"
2343,31.86994800000008,-97.37043099999994,61468.156415171325,900.0,5.261408339308127,"[visual,sar]"
2842,55.67538000000008,-98.86206,72106.69356571659,900.0,49.4801672799636,"[visual,thermal]"
1188,0.8104170000000295,112.04833100000008,8267.620896872708,900.0,69.35220551892036,"[thermal,visual]"
2576,60.79071200000004,30.148998000000063,26298.408630747435,900.0,8.007512216641455,"[sar,visual]"
1361,0.5854170000000636,36.08125000000007,53601.07627758852,900.0,53.34014281348479,"[sar,thermal]"
1284,32.68201600000003,-85.91041699999994,79573.51683739675,900.0,20.285308862311624,"[visual,sar]"
2021,12.753059000000064,-3.43277999999998,60758.09734744271,900.0,95.35790940331836,"[visual,sar]"
3459,45.94543100000004,-71.27798699999994,29565.438161666938,900.0,44.833636598887125,"[visual,sar]"
4750,48.00742100000008,63.00874900000008,49013.453161035555,900.0,39.63315805086073,"[visual,thermal]"
352,31.48958300000004,61.29791700000004,81747.20082623449,900.0,14.56768270896831,"[sar,visual]"
2637,68.98894900000005,-133.72604199999995,26608.231281395198,900.0,76.59258216975797,"[sar,visual]"
3332,50.33305800000005,64.21458300000006,75925.55658550198,900.0,20.25513572188984,"[thermal,sar]"
2118,66.02031800000003,-97.96615399999996,67499.20632552705,900.0,72.64957021321003,"[sar,thermal]"
4854,45.99275700000004,-86.29016699999994,58774.47021954358,900.0,46.419282580553286,"[thermal,visual]"
2524,25.09726100000006,78.37152600000007,59842.865636523624,900.0,90.14011238315803,"[visual,sar]"
3776,66.77818200000007,-129.31041699999997,37588.745072588645,900.0,34.61513755395856,"[thermal,sar]"
4633,58.26514400000008,67.82670600000006,1865.0993343815592,900.0,8.581964289107535,"[visual,sar]"
3325,66.01399300000003,-50.20635699999997,19674.487556612778,900.0,55.48717474690721,"[thermal,sar]"
1331,-35.94979299999994,141.87112700000012,53845.97160007935,900.0,8.884151183634437,"[visual,sar]"
4717,51.855210000000056,18.71026100000006,17682.910698174277,900.0,62.676400517931505,"[visual,thermal]"
3328,29.16439200000008,113.5072980000001,45946.53168435797,900.0,9.701835859133723,"[visual,sar]"
3943,66.00626500000004,47.968759000000034,36568.37731667066,900.0,84.78421338667883,"[sar,thermal]"
4149,45.52243000000004,54.46231300000005,36881.60924980484,900.0,61.29818502227564,"[visual,sar]"
4266,56.34001600000005,-65.56037099999998,81536.57042113687,900.0,45.74330138363476,"[visual,thermal]"
4956,50.46975200000003,-87.20812099999995,31252.907552971436,900.0,27.42557686501477,"[visual,thermal]"
1865,59.59566000000007,-158.53820099999996,64170.80859765262,900.0,27.62814971386458,"[thermal,visual]"
520,9.262625000000073,-79.92959799999994,13416.839553116271,900.0,38.36854326635301,"[visual,thermal]"
4160,60.57403900000003,30.44348100000008,18429.7900045625,900.0,63.682850584053085,"[thermal,sar]"
4381,55.97360500000008,-94.75278299999997,11314.253967172688,900.0,31.972217988589225,"[visual,sar]"
998,5.140717000000052,-4.978124999999977,5402.623399812361,900.0,69.3996439414944,"[visual,sar]"
598,-30.62235499999997,25.50703500000003,74881.86147723417,900.0,26.484266560836613,"[visual,sar]"
1356,55.14558200000005,-98.44986099999994,47450.1231515001,900.0,72.48007556443805,"[thermal,visual]"
3110,49.04268700000006,-57.14062499999994,6976.796316173574,900.0,99.42890841083917,"[visual,thermal]"
3128,42.897917000000064,52.95208300000007,54731.389154460645,900.0,60.88516974604732,"[visual,sar]"
1665,50.00128100000006,-75.03685599999994,23388.40282685052,900.0,10.047715945436508,"[visual,thermal]"
2874,33.70296100000007,90.06455900000003,9808.930422362351,900.0,15.84005964449533,"[visual,thermal]"
4151,63.13628900000003,32.20937500000008,21352.305252012295,900.0,77.44027136498197,"[thermal,sar]"
569,71.15608700000007,-105.83129399999996,29821.445820624624,900.0,71.14817592713801,"[sar,thermal]"
592,-8.256249999999966,26.556250000000038,57594.12860322773,900.0,13.753910020780701,"[thermal,visual]"
535,-17.61465099999998,-57.78275299999996,76971.86372981337,900.0,4.926212020001031,"[thermal,visual]"
3312,55.02383000000003,-61.16498199999995,48372.69190123391,900.0,73.44153902050195,"[visual,sar]"
10,41.05662500000005,52.91291300000006,65001.34099591755,900.0,55.10690925795595,"[sar,thermal]"
112,50.41041700000005,68.89375000000007,79180.39413418678,900.0,69.99939993325953,"[sar,thermal]"
315,16.087911000000076,78.89612900000003,21125.15367215484,900.0,30.584022328752514,"[sar,visual]"
1299,60.52186900000004,-100.18541699999996,82783.70018992096,900.0,30.693763146449772,"[sar,visual]"
4174,43.63998200000003,-117.238522,77841.52197591405,900.0,42.112874115362494,"[visual,sar]"
1956,-29.46144399999997,120.69645100000002,8515.201037580733,900.0,48.3392101018435,"[sar,thermal]"
2534,26.82025300000004,101.78350200000006,64757.5927421814,900.0,21.7982926171986,"[thermal,visual]"
122,-50.23035199999998,-71.97799699999996,38431.56317392033,900.0,61.820384614939925,"[sar,thermal]"
3561,58.024820000000034,-100.11184099999996,49380.518561988516,900.0,47.73991262054898,"[visual,sar]"
392,54.84355100000005,-109.69457599999998,35285.17411953207,900.0,29.928666166937802,"[visual,thermal]"
3919,57.84242100000006,162.1369780000001,24881.02483341057,900.0,89.24871989307348,"[visual,sar]"
764,-40.78806499999996,-72.68761399999994,54059.569489082256,900.0,81.76967278766556,"[sar,visual]"
277,31.174682000000075,-93.56654699999996,45761.60553134478,900.0,68.03166978543351,"[visual,thermal]"
4447,-34.84611899999993,-55.08684199999993,50743.42779234204,900.0,8.460107197039758,"[visual,sar]"
1085,21.034985000000063,-73.65208299999995,482.5584757880424,900.0,43.01412910897716,"[sar,visual]"
4051,53.94773800000007,-68.96374999999995,29696.56523639195,900.0,27.831947049596106,"[thermal,sar]"
719,65.87713200000007,17.99370700000003,84110.13372201825,900.0,4.934777109243138,"[sar,visual]"
2446,50.97758200000004,-59.08694699999995,64115.251804182015,900.0,8.483143663856808,"[thermal,visual]"
1153,47.95902600000005,-92.47569399999998,35214.35987378744,900.0,45.87596852022884,"[sar,visual]"
3275,66.13423200000005,63.96475800000008,5728.608089921374,900.0,67.557239592384,"[sar,visual]"
4207,50.96765700000003,-76.58961199999999,3271.02973336387,900.0,56.32833624259839,"[visual,thermal]"
986,30.91757000000007,-106.87674999999996,72683.19995461627,900.0,57.26914613825581,"[sar,thermal]"
1097,53.31148900000005,-9.076041999999973,55369.96050189007,900.0,59.559249201190944,"[visual,sar]"
17,58.70450800000003,-111.20051199999996,18733.503547483102,900.0,47.973077803633515,"[sar,visual]"
3324,59.72729500000003,9.02708300000006,32682.37681119781,900.0,92.51976207677083,"[thermal,visual]"
4924,-1.276888999999926,120.10605300000007,43085.469996898246,900.0,1.6560843253563218,"[thermal,visual]"
4480,55.11041700000004,77.99791700000003,28129.454577368193,900.0,40.74954150311425,"[visual,sar]"
1650,22.605057000000045,82.59930700000007,51756.88338613975,900.0,42.484529402088775,"[visual,sar]"
2893,48.31030500000003,-71.21217299999995,69533.77794295862,900.0,25.552854704308913,"[thermal,sar]"
4689,22.377054000000044,79.65205100000009,17017.675294044027,900.0,78.57942164112083,"[visual,thermal]"
3132,61.20478800000007,-133.20048899999995,15267.51457348082,900.0,6.677098171644835,"[thermal,sar]"
223,-18.215176999999983,-45.26887199999993,50093.39341415788,900.0,24.35823261938779,"[visual,sar]"
3163,30.66833900000006,47.51685100000003,14220.217324186775,900.0,81.87507853047538,"[sar,thermal]"
1975,-31.476478999999983,-60.57308999999998,62430.42299581867,900.0,7.880447428322235,"[thermal,visual]"
3351,34.67708300000004,79.69375000000008,12704.853050762316,900.0,78.21200436302092,"[thermal,sar]"
557,16.772725000000037,102.61781700000006,9356.704604187506,900.0,92.99700322678834,"[thermal,visual]"
1016,56.00184200000007,-73.26011199999994,60728.94128609963,900.0,95.12357247714061,"[thermal,sar]"
4108,49.17708300000004,-69.25208299999997,52649.746607193585,900.0,74.82819992423421,"[sar,visual]"
4814,37.79385300000007,72.75218700000005,39289.632888956185,900.0,10.237278427018492,"[thermal,visual]"
3767,50.65981300000004,-76.31541999999996,13931.17722993203,900.0,39.641579202573084,"[visual,thermal]"
1497,48.27884900000004,-92.29551699999996,56628.332641245855,900.0,44.98932991606932,"[sar,thermal]"
1571,41.21458600000005,-101.67337999999997,56160.57825235719,900.0,23.394168705308328,"[thermal,visual]"
3759,-25.534536999999943,-53.009056999999984,50523.44789299803,900.0,37.9360398985911,"[thermal,sar]"
1202,66.79381500000005,-88.90220099999999,15123.992516372811,900.0,52.93913746848976,"[sar,visual]"
4492,67.97954900000008,32.88392400000004,57581.60356002422,900.0,78.70283672834894,"[visual,sar]"
2396,-5.33541699999995,147.1187500000001,17206.61251052948,900.0,64.90884794330101,"[visual,sar]"
3419,-15.918845999999974,-64.49204199999997,45467.481254964696,900.0,38.45684510351639,"[thermal,visual]"
